# x2 y2
-6.053618612608895333e-01 2.613976863819566510e-01
-6.080735962367166403e-01 2.615572270131334420e-01
-6.107536019498545077e-01 2.616832909311610500e-01
-6.134022463623913790e-01 2.617761197154689357e-01
-6.160198950227848691e-01 2.618359564884750190e-01
-6.186069109430816226e-01 2.618630457399570566e-01
-6.211636544824882256e-01 2.618576331565483639e-01
-6.236904832371163998e-01 2.618199654563535539e-01
-6.261877519357280653e-01 2.617502902286722999e-01
-6.286558123413045207e-01 2.616488557788132496e-01
-6.310950131582673261e-01 2.615159109779726099e-01
-6.335056999451800230e-01 2.613517051181457607e-01
-6.358882150327623828e-01 2.611564877720349287e-01
-6.382428974470470973e-01 2.609305086579106203e-01
-6.405700828375184841e-01 2.606740175093781864e-01
-6.428701034100667844e-01 2.603872639499973940e-01
-6.451432878646001789e-01 2.600704973726972735e-01
-6.473899613371580930e-01 2.597239668239263444e-01
-6.496104453463706907e-01 2.593479208924724388e-01
-6.518050577441115712e-01 2.589426076028823465e-01
-6.539741126701985596e-01 2.585082743134126670e-01
-6.561179205109954893e-01 2.580451676184339904e-01
-6.582367878617705337e-01 2.575535332552133516e-01
-6.603310174926775300e-01 2.570336160149945259e-01
-6.624009083182182955e-01 2.564856596582941184e-01
-6.644467553700565965e-01 2.559099068343294592e-01
-6.664688497730540950e-01 2.553065990044948164e-01
-6.684674787244005989e-01 2.546759763697968859e-01
-6.704429254757160450e-01 2.540182778021621846e-01
-6.723954693180052011e-01 2.533337407795287488e-01
-6.743253855693469578e-01 2.526226013246294366e-01
-6.762329455652047461e-01 2.518850939473792350e-01
-6.781184166512501665e-01 2.511214515907729261e-01
-6.799820621785879204e-01 2.503319055802041282e-01
-6.818241415012828988e-01 2.495166855761118130e-01
-6.836449099760836257e-01 2.486760195298644560e-01
-6.854446189642477982e-01 2.478101336427901424e-01
-6.872235158353714457e-01 2.469192523282602858e-01
-6.889818439731314470e-01 2.460035981767376145e-01
-6.907198427828513676e-01 2.450633919236971936e-01
-6.924377477008030191e-01 2.440988524203309418e-01
-6.941357902051610296e-01 2.431101966069469100e-01
-6.958141978285277141e-01 2.420976394889745031e-01
-6.974731941719510830e-01 2.410613941154896023e-01
-6.991129989203583861e-01 2.400016715601712147e-01
-7.007338278593320258e-01 2.389186809046063287e-01
-7.023358928931573431e-01 2.378126292238578188e-01
-7.039194020640715532e-01 2.366837215742131073e-01
-7.054845595726499941e-01 2.355321609830297591e-01
-7.070315657992617409e-01 2.343581484406018489e-01
-7.085606173265361907e-01 2.331618828939637789e-01
-7.100719069627776658e-01 2.319435612425564119e-01
-7.115656237662726369e-01 2.307033783356782497e-01
-7.130419530704301678e-01 2.294415269716487682e-01
-7.145010765097055128e-01 2.281581978986083614e-01
-7.159431720462514637e-01 2.268535798168857531e-01
